Species ID,Species Label,Active Taxa,Source Count,Group,Proteome Strategy,Protein Strategy,Proteome ID,Proteome Label,Proteome IRI,Reviewed Proteins,Unreviewed Proteins,Total Proteins,Errors
7515,Ctenocephalides felis (cat flea),7515,1,other-eukaryote,uniprot-misc,strong-blast-match,7515,Ctenocephalides felis (cat flea),http://www.uniprot.org/uniprot/?query=taxonomy%3A7515,4,242,246,
7726,Styela plicata,7726,1,other-eukaryote,uniprot-misc,strong-blast-match,7726,Styela plicata,http://www.uniprot.org/uniprot/?query=taxonomy%3A7726,30,108,138,
7757,Petromyzon marinus (marine lamprey),7757,1,vertebrate,genbank,bcell-classifier,7757,Petromyzon marinus (marine lamprey),http://www.ncbi.nlm.nih.gov/genome/?term=txid7757[Organism:noexp],0,13,13,
7787,Tetronarce californica (Pacific electric ray),7787,9,vertebrate,uniprot-misc,bcell-classifier,7787,Tetronarce californica (Pacific electric ray),http://www.uniprot.org/uniprot/?query=taxonomy%3A7787,21,27,48,
7788,Torpedo marmorata (spotted torpedo),7788,1,vertebrate,uniprot-misc,bcell-classifier,7788,Torpedo marmorata (spotted torpedo),http://www.uniprot.org/uniprot/?query=taxonomy%3A7788,22,31,53,
7792,Heterodontus francisci (horn shark),7792,1,vertebrate,uniprot-misc,bcell-classifier,7792,Heterodontus francisci (horn shark),http://www.uniprot.org/uniprot/?query=taxonomy%3A7792,31,40,71,
7797,Squalus acanthias (spiny dogfish),7797,2,vertebrate,uniprot-misc,bcell-classifier,7797,Squalus acanthias (spiny dogfish),http://www.uniprot.org/uniprot/?query=taxonomy%3A7797,45,153,198,
7801,Ginglymostoma cirratum (nurse shark),7801,3,vertebrate,uniprot-misc,bcell-classifier,7801,Ginglymostoma cirratum (nurse shark),http://www.uniprot.org/uniprot/?query=taxonomy%3A7801,7,457,464,
7902,Acipenser gueldenstaedtii (Caspian sturgeon),7902,1,vertebrate,uniprot-misc,bcell-classifier,7902,Acipenser gueldenstaedtii (Caspian sturgeon),http://www.uniprot.org/uniprot/?query=taxonomy%3A7902,4,91,95,
7955,Danio rerio (leopard danio),7955,4,vertebrate,uniprot-reference,bcell-classifier,7955,Danio rerio (leopard danio),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A7955,2916,37273,40189,
7957,Carassius auratus (goldfish),7957,3,vertebrate,uniprot-misc,bcell-classifier,7957,Carassius auratus (goldfish),http://www.uniprot.org/uniprot/?query=taxonomy%3A7957,98,1405,1503,
7962,Cyprinus carpio (koi),7962,2,vertebrate,genbank,bcell-classifier,7962,Cyprinus carpio (koi),http://www.ncbi.nlm.nih.gov/genome/?term=txid7962[Organism:noexp],0,78,78,
8005,Electrophorus electricus (electric knifefish),8005,2,vertebrate,uniprot-misc,bcell-classifier,8005,Electrophorus electricus (electric knifefish),http://www.uniprot.org/uniprot/?query=taxonomy%3A8005,11,20,31,
8018,Oncorhynchus keta (chum salmon),8018,1,vertebrate,uniprot-misc,bcell-classifier,8018,Oncorhynchus keta (chum salmon),http://www.uniprot.org/uniprot/?query=taxonomy%3A8018,32,205,237,
8022,Oncorhynchus mykiss (rainbow trout),8022,3,vertebrate,iuis,bcell-classifier,8022,Oncorhynchus mykiss (rainbow trout),http://iedb.org/IUISProteome_8022,1,0,1,
8030,Salmo salar (Atlantic salmon),8030,3,vertebrate,iuis,bcell-classifier,8030,Salmo salar (Atlantic salmon),http://iedb.org/IUISProteome_8030,3,0,3,
8049,Gadus morhua (Atlantic cod),8049; 8053,2,vertebrate,iuis,bcell-classifier,8049,Gadus morhua (Atlantic cod),http://iedb.org/IUISProteome_8049,2,1,3,
8090,Oryzias latipes (medaka),8090,1,vertebrate,uniprot-reference,bcell-classifier,8090,Oryzias latipes (medaka),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A8090,86,24552,24638,
8255,Paralichthys olivaceus (false halibut),8255,1,vertebrate,uniprot-misc,bcell-classifier,8255,Paralichthys olivaceus (false halibut),http://www.uniprot.org/uniprot/?query=taxonomy%3A8255,25,970,995,
8355,Xenopus laevis (common platanna),8355,12,vertebrate,genbank,bcell-classifier,8355,Xenopus laevis (common platanna),http://www.ncbi.nlm.nih.gov/genome/?term=txid8355[Organism:noexp],0,43073,43073,
8364,Xenopus tropicalis (western clawed frog),8364,4,vertebrate,uniprot-reference,bcell-classifier,8364,Xenopus tropicalis (western clawed frog),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A8364,1699,20203,21902,
8400,Rana catesbeiana (bullfrog),8400,1,vertebrate,uniprot-misc,bcell-classifier,8400,Rana catesbeiana (bullfrog),http://www.uniprot.org/uniprot/?query=taxonomy%3A8400,98,838,936,
8613,Bungarus fasciatus (banded krait),8613,1,vertebrate,uniprot-misc,bcell-classifier,8613,Bungarus fasciatus (banded krait),http://www.uniprot.org/uniprot/?query=taxonomy%3A8613,32,56,88,
8616,Bungarus multicinctus (many-banded krait),8616,6,vertebrate,uniprot-misc,bcell-classifier,8616,Bungarus multicinctus (many-banded krait),http://www.uniprot.org/uniprot/?query=taxonomy%3A8616,53,57,110,
8623,Dendroaspis jamesoni,8623,1,vertebrate,uniprot-misc,bcell-classifier,8623,Dendroaspis jamesoni,http://www.uniprot.org/uniprot/?query=taxonomy%3A8623,9,1,10,
8628,Laticauda colubrina (yellow-lipped sea krait),8628,1,vertebrate,uniprot-misc,bcell-classifier,8628,Laticauda colubrina (yellow-lipped sea krait),http://www.uniprot.org/uniprot/?query=taxonomy%3A8628,15,62,77,
8631,Laticauda semifasciata (broad-banded blue sea snake),8631,1,vertebrate,uniprot-misc,bcell-classifier,8631,Laticauda semifasciata (broad-banded blue sea snake),http://www.uniprot.org/uniprot/?query=taxonomy%3A8631,18,18,36,
8644,Naja mossambica (Mozambique cobra),8644,1,vertebrate,uniprot-misc,bcell-classifier,8644,Naja mossambica (Mozambique cobra),http://www.uniprot.org/uniprot/?query=taxonomy%3A8644,12,17,29,
8654,Naja nigricollis (black-necked spitting cobra),8654,2,vertebrate,uniprot-misc,bcell-classifier,8654,Naja nigricollis (black-necked spitting cobra),http://www.uniprot.org/uniprot/?query=taxonomy%3A8654,4,20,24,
8655,Naja nivea (cape cobra),8655,1,vertebrate,uniprot-misc,bcell-classifier,8655,Naja nivea (cape cobra),http://www.uniprot.org/uniprot/?query=taxonomy%3A8655,9,6,15,
8656,Naja atra (Taiwan cobra),8656,4,vertebrate,uniprot-misc,bcell-classifier,8656,Naja atra (Taiwan cobra),http://www.uniprot.org/uniprot/?query=taxonomy%3A8656,62,116,178,
8657,Naja oxiana (Oxus cobra),8657,2,vertebrate,uniprot-misc,bcell-classifier,8657,Naja oxiana (Oxus cobra),http://www.uniprot.org/uniprot/?query=taxonomy%3A8657,10,1,11,
8658,Naja pallida (red spitting cobra),8658,1,vertebrate,uniprot-misc,bcell-classifier,8658,Naja pallida (red spitting cobra),http://www.uniprot.org/uniprot/?query=taxonomy%3A8658,3,13,16,
8663,Notechis scutatus (common tiger snake),8663; 70142,3,vertebrate,uniprot-misc,bcell-classifier,8663,Notechis scutatus (common tiger snake),http://www.uniprot.org/uniprot/?query=taxonomy%3A8663,28,57,85,
8668,Oxyuranus scutellatus,8667,3,vertebrate,uniprot-misc,bcell-classifier,8668,Oxyuranus scutellatus,http://www.uniprot.org/uniprot/?query=taxonomy%3A8668,38,83,121,
8671,Pseudechis porphyriacus (red-bellied black snake),8671,2,vertebrate,uniprot-misc,bcell-classifier,8671,Pseudechis porphyriacus (red-bellied black snake),http://www.uniprot.org/uniprot/?query=taxonomy%3A8671,21,20,41,
8678,Aipysurus laevis (olive-brown sea snake),8678,1,vertebrate,uniprot-misc,bcell-classifier,8678,Aipysurus laevis (olive-brown sea snake),http://www.uniprot.org/uniprot/?query=taxonomy%3A8678,5,39,44,
8693,Bitis caudalis (horned adder),8693,1,vertebrate,uniprot-misc,bcell-classifier,8693,Bitis caudalis (horned adder),http://www.uniprot.org/uniprot/?query=taxonomy%3A8693,1,4,5,
8704,Vipera ammodytes (sand viper),8704,1,vertebrate,uniprot-misc,bcell-classifier,8704,Vipera ammodytes (sand viper),http://www.uniprot.org/uniprot/?query=taxonomy%3A8704,21,81,102,
8706,Vipera aspis (aspic viper),8706,1,vertebrate,uniprot-misc,bcell-classifier,8706,Vipera aspis (aspic viper),http://www.uniprot.org/uniprot/?query=taxonomy%3A8706,8,149,157,
8722,Bothrops asper (terciopelo),8722,1,vertebrate,uniprot-misc,bcell-classifier,8722,Bothrops asper (terciopelo),http://www.uniprot.org/uniprot/?query=taxonomy%3A8722,14,78,92,
8725,Bothrops atrox (common lancehead),8725,1,vertebrate,uniprot-misc,bcell-classifier,8725,Bothrops atrox (common lancehead),http://www.uniprot.org/uniprot/?query=taxonomy%3A8725,14,20,34,
8726,Bothrops jararacussu (jararacussu),8726,3,vertebrate,uniprot-misc,bcell-classifier,8726,Bothrops jararacussu (jararacussu),http://www.uniprot.org/uniprot/?query=taxonomy%3A8726,18,12,30,
8731,Crotalus durissus (cascabel),8732,2,vertebrate,uniprot-misc,bcell-classifier,8731,Crotalus durissus (cascabel),http://www.uniprot.org/uniprot/?query=taxonomy%3A8731,55,164,219,
8752,Lachesis muta (bushmaster),8753,1,vertebrate,uniprot-misc,bcell-classifier,8752,Lachesis muta (bushmaster),http://www.uniprot.org/uniprot/?query=taxonomy%3A8752,20,44,64,
8790,Dromaius novaehollandiae (emu),8790,1,vertebrate,uniprot-misc,bcell-classifier,8790,Dromaius novaehollandiae (emu),http://www.uniprot.org/uniprot/?query=taxonomy%3A8790,18,180,198,
8839,Anas platyrhynchos (duck),8839,2,vertebrate,uniprot-reference,bcell-classifier,8839,Anas platyrhynchos (duck),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A8839,51,16326,16377,
8845,Anser cygnoides (white Chinese goose),8845,1,vertebrate,genbank,bcell-classifier,381198,Anser cygnoides domesticus,http://www.ncbi.nlm.nih.gov/genome/?term=txid381198[Organism:noexp],0,13,13,
8855,Cairina moschata (musky duck),8855,1,vertebrate,uniprot-misc,bcell-classifier,8855,Cairina moschata (musky duck),http://www.uniprot.org/uniprot/?query=taxonomy%3A8855,18,97,115,
8932,Columba livia (rock dove),8932,2,vertebrate,uniprot-reference,bcell-classifier,8932,Columba livia (rock dove),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A8932,0,3814,3814,
8996,Numida meleagris (helmeted guineafowl),8996,1,vertebrate,uniprot-misc,bcell-classifier,8996,Numida meleagris (helmeted guineafowl),http://www.uniprot.org/uniprot/?query=taxonomy%3A8996,4,102,106,
9014,Colinus virginianus (common bobwhite),9014,1,vertebrate,genbank,bcell-classifier,9014,Colinus virginianus (common bobwhite),http://www.ncbi.nlm.nih.gov/genome/?term=txid9014[Organism:noexp],0,13,13,
9031,Gallus gallus (chicken),9031,168,vertebrate,uniprot-reference,bcell-classifier,9031,Gallus gallus (chicken),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A9031,2257,15362,17619,
9054,Phasianus colchicus (common pheasant),9057,1,vertebrate,uniprot-misc,bcell-classifier,9054,Phasianus colchicus (common pheasant),http://www.uniprot.org/uniprot/?query=taxonomy%3A9054,7,159,166,
9085,Catreus wallichii (cheer pheasant),9085,1,vertebrate,uniprot-misc,bcell-classifier,9085,Catreus wallichii (cheer pheasant),http://www.uniprot.org/uniprot/?query=taxonomy%3A9085,2,9,11,
9091,Coturnix coturnix (common quail),9091,1,vertebrate,uniprot-misc,bcell-classifier,9091,Coturnix coturnix (common quail),http://www.uniprot.org/uniprot/?query=taxonomy%3A9091,8,194,202,
9103,Meleagris gallopavo (common turkey),9103,5,vertebrate,uniprot-reference,bcell-classifier,9103,Meleagris gallopavo (common turkey),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A9103,57,5521,5578,
9135,Serinus canaria (canary),9135,1,vertebrate,uniprot-misc,bcell-classifier,9135,Serinus canaria (canary),http://www.uniprot.org/uniprot/?query=taxonomy%3A9135,7,97,104,
9244,Calypte anna (Anna's hummingbird),9244,1,vertebrate,uniprot-reference,bcell-classifier,9244,Calypte anna (Anna's hummingbird),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A9244,0,13267,13267,
9258,Ornithorhynchus anatinus (duckbill platypus),9258,1,vertebrate,uniprot-reference,bcell-classifier,9258,Ornithorhynchus anatinus (duckbill platypus),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A9258,46,21214,21260,
9315,Macropus eugenii (tammar wallaby),9315,1,vertebrate,uniprot-misc,bcell-classifier,9315,Macropus eugenii (tammar wallaby),http://www.uniprot.org/uniprot/?query=taxonomy%3A9315,38,443,481,
9337,Trichosurus vulpecula (common brush-tailed possum),9337,2,vertebrate,uniprot-misc,bcell-classifier,9337,Trichosurus vulpecula (common brush-tailed possum),http://www.uniprot.org/uniprot/?query=taxonomy%3A9337,32,237,269,
9483,Callithrix jacchus (white ear-tufted marmoset),9483,6,vertebrate,uniprot-reference,bcell-classifier,9483,Callithrix jacchus (white ear-tufted marmoset),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A9483,108,37424,37532,
9485,Callithrix sp.,9485,1,vertebrate,uniprot-misc,bcell-classifier,9485,Callithrix sp.,http://www.uniprot.org/uniprot/?query=taxonomy%3A9485,2,5,7,
9509,Ateles geoffroyi (Central American spider monkey),9509,1,vertebrate,uniprot-misc,bcell-classifier,9509,Ateles geoffroyi (Central American spider monkey),http://www.uniprot.org/uniprot/?query=taxonomy%3A9509,32,298,330,
9521,Saimiri sciureus (South American squirrel monkey),9521,1,vertebrate,uniprot-misc,bcell-classifier,9521,Saimiri sciureus (South American squirrel monkey),http://www.uniprot.org/uniprot/?query=taxonomy%3A9521,48,303,351,
9534,Chlorocebus aethiops (African green monkeys),9534,2,vertebrate,uniprot-misc,bcell-classifier,9534,Chlorocebus aethiops (African green monkeys),http://www.uniprot.org/uniprot/?query=taxonomy%3A9534,128,532,660,
9538,Erythrocebus patas (hussar),9538,1,vertebrate,uniprot-misc,bcell-classifier,9538,Erythrocebus patas (hussar),http://www.uniprot.org/uniprot/?query=taxonomy%3A9538,15,185,200,
9540,Macaca arctoides (bear macaque),9540,1,vertebrate,uniprot-misc,bcell-classifier,9540,Macaca arctoides (bear macaque),http://www.uniprot.org/uniprot/?query=taxonomy%3A9540,4,87,91,
9541,Macaca fascicularis (cynomolgus monkey),1215360; 9541,27,vertebrate,uniprot-reference,bcell-classifier,9541,Macaca fascicularis (cynomolgus monkey),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A9541,13,17383,17396,
9542,Macaca fuscata (Japanese monkey),9542,1,vertebrate,uniprot-misc,bcell-classifier,9542,Macaca fuscata (Japanese monkey),http://www.uniprot.org/uniprot/?query=taxonomy%3A9542,40,158,198,
9544,Macaca mulatta (rhesus macaques),9544,37,vertebrate,uniprot-reference,bcell-classifier,9544,Macaca mulatta (rhesus macaques),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A9544,358,30192,30550,
9548,Macaca radiata (bonnet macaque),9548,5,vertebrate,uniprot-misc,bcell-classifier,9548,Macaca radiata (bonnet macaque),http://www.uniprot.org/uniprot/?query=taxonomy%3A9548,4,39,43,
9555,Papio anubis (Kenya baboon),9555,1,vertebrate,uniprot-reference,bcell-classifier,9555,Papio anubis (Kenya baboon),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A9555,91,20838,20929,
9556,Papio cynocephalus (baboon),9556,3,vertebrate,uniprot-misc,bcell-classifier,9556,Papio cynocephalus (baboon),http://www.uniprot.org/uniprot/?query=taxonomy%3A9556,12,360,372,
9580,Hylobates lar (white-handed gibbon),9580,1,vertebrate,uniprot-misc,bcell-classifier,9580,Hylobates lar (white-handed gibbon),http://www.uniprot.org/uniprot/?query=taxonomy%3A9580,74,268,342,
9589,Hylobates pileatus (pileated gibbon),9589,1,vertebrate,uniprot-misc,bcell-classifier,9589,Hylobates pileatus (pileated gibbon),http://www.uniprot.org/uniprot/?query=taxonomy%3A9589,2,34,36,
9593,Gorilla gorilla,9593; 9595,6,vertebrate,uniprot-reference,bcell-classifier,9595,Gorilla gorilla gorilla (lowland gorilla),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A9595,282,27004,27286,
9597,Pan paniscus (bonobo),9597,1,vertebrate,uniprot-complete,bcell-classifier,9597,Pan paniscus (bonobo),http://www.uniprot.org/uniprot/?query=keyword%3A181+AND+organism%3A9597,0,2,2,
9598,Pan troglodytes (chimpanzee),37011; 37012; 9598,56,vertebrate,uniprot-reference,bcell-classifier,9598,Pan troglodytes (chimpanzee),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A9598,689,19437,20126,
9600,Pongo pygmaeus (Bornean orangutan),9600,3,vertebrate,uniprot-misc,bcell-classifier,9600,Pongo pygmaeus (Bornean orangutan),http://www.uniprot.org/uniprot/?query=taxonomy%3A9600,239,909,1148,
9601,Pongo abelii (Sumatran orangutan),9601,2,vertebrate,uniprot-reference,bcell-classifier,9601,Pongo abelii (Sumatran orangutan),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A9601,2218,20565,22783,
9606,Homo sapiens (human),9606; 63221,44996,vertebrate,uniprot-reference,bcell-classifier,9606,Homo sapiens (human),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A9606,20264,48492,68756,
9612,Canis lupus (wolf or dog),9615,46,vertebrate,uniprot-reference,bcell-classifier,9615,Canis lupus familiaris (dogs),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A9615,807,24270,25077,
9627,Vulpes vulpes (silver fox),9627,1,vertebrate,uniprot-misc,bcell-classifier,9627,Vulpes vulpes (silver fox),http://www.uniprot.org/uniprot/?query=taxonomy%3A9627,29,172,201,
9668,Mustela putorius (European polecat),9669,1,vertebrate,uniprot-reference,bcell-classifier,9669,Mustela putorius furo (ferret),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A9669,30,20022,20052,
9685,Felis catus (cat),9685,14,vertebrate,uniprot-reference,bcell-classifier,9685,Felis catus (cat),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A9685,208,20079,20287,
9704,Zalophus californianus (California sealion),9704,1,vertebrate,uniprot-misc,bcell-classifier,9704,Zalophus californianus (California sealion),http://www.uniprot.org/uniprot/?query=taxonomy%3A9704,6,79,85,
9725,Inia geoffrensis (pink river dolphin),9725,1,vertebrate,uniprot-misc,bcell-classifier,9725,Inia geoffrensis (pink river dolphin),http://www.uniprot.org/uniprot/?query=taxonomy%3A9725,3,87,90,
9733,Orcinus orca (Orca),9733,1,vertebrate,genbank,bcell-classifier,9733,Orcinus orca (Orca),http://www.ncbi.nlm.nih.gov/genome/?term=txid9733[Organism:noexp],0,13,13,
9755,Physeter catodon (sperm whale),9755,5,vertebrate,genbank,bcell-classifier,9755,Physeter catodon (sperm whale),http://www.ncbi.nlm.nih.gov/genome/?term=txid9755[Organism:noexp],0,13,13,
9768,Balaenoptera borealis (sei whale),9768,1,vertebrate,uniprot-misc,bcell-classifier,9768,Balaenoptera borealis (sei whale),http://www.uniprot.org/uniprot/?query=taxonomy%3A9768,9,41,50,
9770,Balaenoptera physalus (common rorqual),9770,1,vertebrate,uniprot-misc,bcell-classifier,9770,Balaenoptera physalus (common rorqual),http://www.uniprot.org/uniprot/?query=taxonomy%3A9770,21,294,315,
9778,Trichechus manatus (West Indian manatee),127582,1,vertebrate,genbank,bcell-classifier,127582,Trichechus manatus latirostris (Florida manatee),http://www.ncbi.nlm.nih.gov/genome/?term=txid127582[Organism:noexp],0,13,13,
9796,Equus caballus (equine),9796,13,vertebrate,uniprot-reference,bcell-classifier,9796,Equus caballus (equine),http://www.uniprot.org/uniprot/?query=keyword%3A1185+AND+organism%3A9796,283,21647,21930,
