Species Key	Species ID	Species Label	Active Taxa	Group
444922-Psychromonas-ossibalaenae	444922	Psychromonas ossibalaenae	444922	bacterium
446679-Nostoc-sphaeroides	446679	Nostoc sphaeroides	446679	bacterium
447106-Leptospira-licerasiae	447106	Leptospira licerasiae	447106	bacterium
452646-Neogale-vison-American-mink	452646	Neogale vison (American mink)	452646	vertebrate
453927-Juniperus-formosana	453927	Juniperus formosana	453927	plant
456999-Rhizoctonia-solani	456999	Rhizoctonia solani	456999	other-eukaryote
463676-Rhinovirus-C-Human-rhinovirus-C	463676	Rhinovirus C (Human rhinovirus C)	463676, 1219377	virus
465541-Streptomyces-sp-Mg1	465541	Streptomyces sp. Mg1	465541	bacterium
469009-Brassica-napus-phytoplasma	469009	'Brassica napus' phytoplasma	469009	bacterium
469613-Enterobacteriaceae-bacterium-9_2_54FAA	469613	Enterobacteriaceae bacterium 9_2_54FAA	469613	bacterium
471223-Geobacillus-sp-WCH70	471223	Geobacillus sp. WCH70	471223	bacterium
472390-Prunus-dulcis-x-Prunus-persica	472390	Prunus dulcis x Prunus persica	472390	plant
476176-Moraea-pallida	476176	Moraea pallida	476176	plant
479935-Gluconobacter-morbifer	479935	Gluconobacter morbifer	479935	bacterium
480421-Pueraria-candollei	480421	Pueraria candollei	861244	plant
482957-Burkholderia-lata	482957	Burkholderia lata	482957	bacterium
487317-Aequorivita-capsosiphonis	487317	Aequorivita capsosiphonis	487317	bacterium
502049-Thalassospira-profundimaris	502049	Thalassospira profundimaris	502049	bacterium
502790-Aeromonas-diversa	502790	Aeromonas diversa	502790	bacterium
507750-Peptoniphilus-duerdenii	507750	Peptoniphilus duerdenii	507750	bacterium
515817-Amphioctopus-fangsiao	515817	Amphioctopus fangsiao	515817	other-eukaryote
519424-Alkalihalobacillus-trypoxylicola	519424	Alkalihalobacillus trypoxylicola	519424	bacterium
543824-Synechocystis-aquatilis	543824	Synechocystis aquatilis	543824	bacterium
545501-Oceanobacillus-oncorhynchi	545501	Oceanobacillus oncorhynchi	545501	bacterium
545650-Sporothrix-brasiliensis	545650	Sporothrix brasiliensis	1398154	other-eukaryote
549169-Pseudogulbenkiania-ferrooxidans	549169	Pseudogulbenkiania ferrooxidans	549169	bacterium
551760-Aromatoleum-aromaticum	551760	Aromatoleum aromaticum	551760	bacterium
558553-Crassostrea-angulata-Portugese-oyster	558553	Crassostrea angulata (Portugese oyster)	558553	other-eukaryote
559561-Aureobasidium-namibiae	559561	Aureobasidium namibiae	559561	other-eukaryote
563466-Scedosporium-apiospermum	563466	Scedosporium apiospermum	563466	other-eukaryote
565995-Bundibugyo-ebolavirus-Bundibugyo-virus	565995	Bundibugyo ebolavirus (Bundibugyo virus)	565995	virus
566466-gamma-proteobacterium-NOR5-3	566466	gamma proteobacterium NOR5-3	566466	bacterium
571800-Psychrobacter-sp-G	571800	Psychrobacter sp. G	571800	bacterium
571949-Encephalitozoon-romaleae	571949	Encephalitozoon romaleae	1178016	other-eukaryote
580165-Bacillus-cytotoxicus	580165	Bacillus cytotoxicus	580165, 315749	bacterium
588596-Rhizophagus-irregularis	588596	Rhizophagus irregularis	588596	other-eukaryote
593106-Pyrophorus-angustus	593106	Pyrophorus angustus	593107	other-eukaryote
626940-Phascolarctobacterium-succinatutens	626940	Phascolarctobacterium succinatutens	626940	bacterium
630277-Tarsius-lariang-Lariang-tarsier	630277	Tarsius lariang (Lariang tarsier)	630277	vertebrate
632955-Acinetobacter-rudis	632955	Acinetobacter rudis	632955	bacterium
649756-Anaerostipes-hadrus	649756	Anaerostipes hadrus	649756	bacterium
651183-Aurantimonas-manganoxydans	651183	Aurantimonas manganoxydans	651183	bacterium
655809-Prevotella-sp-oral-taxon-472	655809	Prevotella sp. oral taxon 472	619693	bacterium
658655-Lachnospiraceae-bacterium-1_4_56FAA	658655	Lachnospiraceae bacterium 1_4_56FAA	658655	bacterium
664662-Borreliella-bavariensis	664662	Borreliella bavariensis	664662	bacterium
674529-Bacteroides-faecis	674529	Bacteroides faecis	674529	bacterium
686984-Sapelovirus-A-Porcine-enterovirus-A	686984	Sapelovirus A (Porcine enterovirus A)	1002921, 686984	virus
687347-Torque-teno-virus-8	687347	Torque teno virus 8	687347	virus
687350-Torque-teno-virus-11	687350	Torque teno virus 11	687350	virus
687355-Torque-teno-virus-16	687355	Torque teno virus 16	687355	virus
687362-Torque-teno-virus-23	687362	Torque teno virus 23	687362	virus
687366-Torque-teno-virus-27	687366	Torque teno virus 27	687366	virus
687367-Torque-teno-virus-28	687367	Torque teno virus 28	687367	virus
691956-Avihepatovirus-A-Duck-hepatitis-A-virus	691956	Avihepatovirus A (Duck hepatitis A virus)	1006061, 10002152, 10002151, 10002132	virus
693153-Vibrio-atlanticus	693153	Vibrio atlanticus	575788	bacterium
693997-Alphacoronavirus-1-Alphacoronavirus-1	693997	Alphacoronavirus 1 (Alphacoronavirus-1)	10001798, 10001154, 502101, 11153, 11150, 11135, 33734, 454951, 10001624, 11151, 12663, 11149, 398812	virus
693998-Rhinolophus-bat-coronavirus-HKU2-Bat-coronavirus-HKU2	693998	Rhinolophus bat coronavirus HKU2 (Bat coronavirus HKU2)	693998	virus
693999-Scotophilus-bat-coronavirus-512-Bat-coronavirus-BtCoV_512_2005	693999	Scotophilus bat coronavirus 512 (Bat coronavirus (BtCoV/512/2005))	693999	virus
694003-Betacoronavirus-1	694003	Betacoronavirus 1	694003, 31631, 10002018, 10002633, 2501420, 215681, 233262, 11128, 10002686	virus
694005-Murine-coronavirus	694005	Murine coronavirus	76344, 11142, 12760, 11144, 11138	virus
694006-Rousettus-bat-coronavirus-HKU9-Bat-coronavirus-HKU9	694006	Rousettus bat coronavirus HKU9 (Bat coronavirus HKU9)	694006	virus
694007-Tylonycteris-bat-coronavirus-HKU4-Bat-coronavirus-HKU4	694007	Tylonycteris bat coronavirus HKU4 (Bat coronavirus HKU4)	694007, 424362	virus
694008-Pipistrellus-bat-coronavirus-HKU5-Bat-coronavirus-HKU5	694008	Pipistrellus bat coronavirus HKU5 (Bat coronavirus HKU5)	694008	virus
694014-Avian-coronavirus	694014	Avian coronavirus	11127, 11120, 231428, 10002165, 11152, 10000825, 10001431, 633557, 10002169	virus
696859-Murine-mastadenovirus-C-Murine-adenovirus-C	696859	Murine mastadenovirus C (Murine adenovirus C)	573199	virus
696863-Sprivivirus-cyprinus-Carp-sprivivirus	696863	Sprivivirus cyprinus (Carp sprivivirus)	696863	virus
708187-Colletotrichum-chlorophyti	708187	Colletotrichum chlorophyti	708187	other-eukaryote
742503-Tokudaia-muenninki-Okinawa-island-spiny-rat	742503	Tokudaia muenninki (Okinawa island spiny rat)	742503	vertebrate
743722-Sphingobacterium-sp-21	743722	Sphingobacterium sp. 21	743722	bacterium
746128-Aspergillus-fumigatus	746128	Aspergillus fumigatus	330879, 451804, 746128	other-eukaryote
759851-Sporosarcina-newyorkensis	759851	Sporosarcina newyorkensis	759851	bacterium
863370-Meiothermus-granaticius	863370	Meiothermus granaticius	863370	bacterium
868131-Methanobacterium-paludis	868131	Methanobacterium paludis	868131	archeobacterium
870484-Nonlabens-agnitus	870484	Nonlabens agnitus	870484	bacterium
871325-Bacteroides-faecichinchillae	871325	Bacteroides faecichinchillae	871325	bacterium
875328-Mycolicibacter-sinensis	875328	Mycolicibacter sinensis	875328	bacterium
884045-Juniperus-saxicola	884045	Juniperus saxicola	884045	plant
905828-Duck-astrovirus-GIIA	905828	Duck astrovirus GII.A	707882	virus
940614-Granulicella-mallensis	940614	Granulicella mallensis	940614	bacterium
945780-Synechocystis-salina	945780	Synechocystis salina	945782	bacterium
983924-Eidolon-bat-coronavirus_Kenya_KY24_2006-Bat-coronavirus-BtKY24_Eidolon-helvum_Kenya_2006	983924	Eidolon bat coronavirus/Kenya/KY24/2006 (Bat coronavirus BtKY24/Eidolon helvum/Kenya/2006)	983924	virus
983929-Chaerephon-bat-coronavirus_Kenya_KY22_2006-Bat-coronavirus-BtKY22_Chaerephon-sp_Kenya_2006	983929	Chaerephon bat coronavirus/Kenya/KY22/2006 (Bat coronavirus BtKY22/Chaerephon sp./Kenya/2006)	983929	virus
1004253-Cyberlindnera-mrakii	1004253	Cyberlindnera mrakii	1004253	other-eukaryote
1005962-Ogataea-parapolymorpha	1005962	Ogataea parapolymorpha	1005962, 871575	other-eukaryote
1016852-Banana-streak-CA-virus-Banana-streak-Cavendish-virus	1016852	Banana streak CA virus (Banana streak Cavendish virus)	1016852	virus
1045775-Paenibacillus-catalpae	1045775	Paenibacillus catalpae	1045775	bacterium
1047168-Zymoseptoria-brevis	1047168	Zymoseptoria brevis	1047168	other-eukaryote
1071379-Tetrapisispora-blattae	1071379	Tetrapisispora blattae	1071379	other-eukaryote
1133319-Bacteroides-reticulotermitis	1133319	Bacteroides reticulotermitis	1133319	bacterium
1134687-Klebsiella-michiganensis	1134687	Klebsiella michiganensis	1134687	bacterium
1159556-Ustilaginoidea-virens	1159556	Ustilaginoidea virens	1159556	other-eukaryote
1159904-Night-heron-coronavirus-HKU19-Night-heron-coronavirus-HKU19	1159904	Night heron coronavirus HKU19 (Night-heron coronavirus HKU19)	1159904	virus
1159907-White-eye-coronavirus-HKU16	1159907	White-eye coronavirus HKU16	1159907	virus
1159908-Wigeon-coronavirus-HKU20	1159908	Wigeon coronavirus HKU20	1159908	virus
1160968-Rabbit-coronavirus-HKU14	1160968	Rabbit coronavirus HKU14	1160968	virus
1173018-Phlebovirus-WCH_97_HN_China_2011	1173018	Phlebovirus WCH/97/HN/China/2011	1173018	virus
1173701-Colletotrichum-sublineola	1173701	Colletotrichum sublineola	1173701	other-eukaryote
1176145-Pipapillomavirus-2	1176145	Pipapillomavirus 2	763552	virus
1176484-Canine-vesivirus-Canine-calicivirus	1176484	Canine vesivirus (Canine calicivirus)	292348	virus
1179777-Mycoplasma-feriruminatoris	1179777	Mycoplasma feriruminatoris	1179777	bacterium
1193095-Paucilactobacillus-hokkaidonensis	1193095	Paucilactobacillus hokkaidonensis	1193095	bacterium
1209926-Colletotrichum-orchidophilum	1209926	Colletotrichum orchidophilum	1209926	other-eukaryote
1214225-Acidocella-sp-MX-AZ02	1214225	Acidocella sp. MX-AZ02	1214225	bacterium
1218488-Torque-teno-sus-virus-k2-Torque-teno-sus-virus-3	1218488	Torque teno sus virus k2 (Torque teno sus virus 3)	1218488	virus
1223514-Corynebacterium-humireducens	1223514	Corynebacterium humireducens	1223514	bacterium
1236180-Halopelagius-longus	1236180	Halopelagius longus	1236180	archeobacterium
1239565-Mamastrovirus-1-Mamastrovirus-1	1239565	Mamastrovirus 1 (Mamastrovirus-1)	12701, 43358	virus
1239567-Mamastrovirus-3-Porcine-astrovirus	1239567	Mamastrovirus 3 (Porcine astrovirus)	10002484, 1239567	virus
1263102-Prevotella-copri-CAG:164	1263102	Prevotella copri CAG:164	1263102	bacterium
1268303-Rhodococcus-sp-AW25M09	1268303	Rhodococcus sp. AW25M09	1268303	bacterium
1281454-Rodent-hepacivirus	1281454	Rodent hepacivirus	1281454	virus
1285902-Artificial-vector-pGEX-2T	1285902	Artificial vector pGEX-2T	1285902	other
1303514-Diaporthe-toxica	1303514	Diaporthe toxica	1303514	other-eukaryote
1330520-Enterovirus-F	1330520	Enterovirus F	269638, 1330520	virus
1335626-Middle-East-respiratory-syndrome-related-coronavirus-MERS-coronavirus	1335626	Middle East respiratory syndrome-related coronavirus (MERS coronavirus)	1235996, 1335626, 1263720	virus
1349999-Goose-astrovirus	1349999	Goose astrovirus	1349999	virus
1355477-Bradyrhizobium-diazoefficiens	1355477	Bradyrhizobium diazoefficiens	1355477	bacterium
1380386-Mycobacterium-sp-URHB0044	1380386	Mycobacterium sp. URHB0044	1380386	bacterium
1380865-Rana-catesbeiana-virus	1380865	Rana catesbeiana virus	1380865	virus
1432052-Eisenbergiella-tayi	1432052	Eisenbergiella tayi	1432052	bacterium
1457141-Chlamydia-avium	1457141	Chlamydia avium	1229831, 1457141	bacterium
1457153-Chlamydia-gallinacea	1457153	Chlamydia gallinacea	1457153	bacterium
1463841-Streptomyces-sp-NRRL-F-2580	1463841	Streptomyces sp. NRRL F-2580	1463841	bacterium
1464048-Micromonospora-parva	1464048	Micromonospora parva	1464048	bacterium
1472417-Butyricimonas-paravirosa	1472417	Butyricimonas paravirosa	1472417	bacterium
1498499-Legionella-norrlandica	1498499	Legionella norrlandica	1498499	bacterium
1501332-Oribacterium-asaccharolyticum	1501332	Oribacterium asaccharolyticum	1501332	bacterium
1508220-Bat-coronavirus	1508220	Bat coronavirus	1508220	virus
1511862-Carnivore-amdoparvovirus-1	1511862	Carnivore amdoparvovirus 1	28314, 10783	virus
1511871-Primate-bocaparvovirus-1	1511871	Primate bocaparvovirus 1	689403, 638313	virus
1511872-Primate-bocaparvovirus-2	1511872	Primate bocaparvovirus 2	573977	virus
1511891-Dependoparvovirus-primate1-Adeno-associated-dependoparvovirus-A	1511891	Dependoparvovirus primate1 (Adeno-associated dependoparvovirus A)	85106, 202813, 68558, 202812, 235455, 57579, 10804	virus
1511892-Dependoparvovirus-mammalian1-Adeno-associated-dependoparvovirus-B	1511892	Dependoparvovirus mammalian1 (Adeno-associated dependoparvovirus B)	82300	virus
1511895-Dependoparvovirus-anseriform1-Anseriform-dependoparvovirus-1	1511895	Dependoparvovirus anseriform1 (Anseriform dependoparvovirus 1)	37325, 38251	virus
1511900-Primate-erythroparvovirus-1	1511900	Primate erythroparvovirus 1	10798, 10000438	virus
1511906-Carnivore-protoparvovirus-1	1511906	Carnivore protoparvovirus 1	10786, 10788, 10790, 10791, 246878, 10793	virus
1511910-Ungulate-protoparvovirus-1	1511910	Ungulate protoparvovirus 1	10796	virus
1511913-Primate-tetraparvovirus-1	1511913	Primate tetraparvovirus 1	289365	virus
1513262-Gammapapillomavirus-17	1513262	Gammapapillomavirus 17	1070417	virus
1527299-Psychromonas-sp-PRT-SC03	1527299	Psychromonas sp. PRT-SC03	1527299	bacterium
1534553-Duck-aviadenovirus-B	1534553	Duck aviadenovirus B	2233538	virus
1564681-Carnobacterium-sp-CP1	1564681	Carnobacterium sp. CP1	1564681	bacterium
1566298-Paraiso-Escondido-virus	1566298	Paraiso Escondido virus	1566298	virus
1574408-Cervus-canadensis-elk	1574408	Cervus canadensis (elk)	9864	vertebrate
1581419-Amblyomma-sculptum	1581419	Amblyomma sculptum	1581419	other-eukaryote
1631247-Mesorhizobium-delmotii	1631247	Mesorhizobium delmotii	1631247	bacterium
1678143-Paslahepevirus-balayani	1678143	Paslahepevirus balayani	63421, 10002196, 1678143, 31767, 10000520, 185580, 31768, 509628, 10002195, 185579, 10000519	virus
1678144-Avihepevirus-magniiecur-Orthohepevirus-B	1678144	Avihepevirus magniiecur (Orthohepevirus B)	1678144	virus
1737357-Rhizobium-wenxiniae	1737357	Rhizobium wenxiniae	1737357	bacterium
1776082-Shigella-genomosp-SF-2015	1776082	Shigella genomosp. SF-2015	358708	bacterium
1783360-Comamonas-sediminis	1783360	Comamonas sediminis	1783360	bacterium
1796646-Muribaculum-intestinale	1796646	Muribaculum intestinale	1796646	bacterium
1803956-Parechovirus-A-Human-parechovirus	1803956	Parechovirus A (Human parechovirus)	12063, 195055, 1803956	virus
1812858-Anaerosacchariphilus-polymeriproducens	1812858	Anaerosacchariphilus polymeriproducens	1812858	bacterium
1821749-Cardiovirus-A	1821749	Cardiovirus A	12107, 12104	virus
1821750-Cardiovirus-B	1821750	Cardiovirus B	12125, 10000855, 12124, 12126, 204711	virus
1849603-Enterobacteriaceae-bacterium	1849603	Enterobacteriaceae bacterium	1849603	bacterium
1855372-bacterium-JGI-053	1855372	bacterium JGI 053	1855372	bacterium
1868482-Carlito-syrichta-Philippine-tarsier	1868482	Carlito syrichta (Philippine tarsier)	1868482	vertebrate
1891726-Alphapolyomavirus-quintihominis-Human-polyomavirus-5	1891726	Alphapolyomavirus quintihominis (Human polyomavirus 5)	493803	virus
1891727-Alphapolyomavirus-octihominis-Human-polyomavirus-8	1891727	Alphapolyomavirus octihominis (Human polyomavirus 8)	862909	virus
1891729-Alphapolyomavirus-mauratus-Hamster-polyomavirus	1891729	Alphapolyomavirus mauratus (Hamster polyomavirus)	1891729	virus
1891730-Alphapolyomavirus-muris-Murine-polyomavirus	1891730	Alphapolyomavirus muris (Murine polyomavirus)	10636, 1891730, 157703	virus
1891762-Betapolyomavirus-hominis-BK-polyomavirus	1891762	Betapolyomavirus hominis (BK polyomavirus)	10001761, 1891762, 10631	virus
1891763-Betapolyomavirus-secuhominis-Human-polyomavirus-2	1891763	Betapolyomavirus secuhominis (Human polyomavirus 2)	10632, 10001762	virus
1891767-Betapolyomavirus-macacae-Macaca-mulatta-polyomavirus-1	1891767	Betapolyomavirus macacae (Macaca mulatta polyomavirus 1)	10001763, 1891767	virus
1891770-Betapolyomavirus-secumuris-Kilham-strain-of-Polyomavirus	1891770	Betapolyomavirus secumuris (Kilham strain of Polyomavirus)	10638	virus
1897087-Orthobornavirus-sciuri-Mammalian-2-bornavirus	1897087	Orthobornavirus sciuri (Mammalian 2 bornavirus)	1885248	virus
1898104-Bacteroidota-bacterium	1898104	Bacteroidota bacterium	1898104	bacterium
1898112-Rhodospirillaceae-bacterium	1898112	Rhodospirillaceae bacterium	1898112	bacterium
1898203-Lachnospiraceae-bacterium	1898203	Lachnospiraceae bacterium	1898203	bacterium
1913988-Alphaproteobacteria-bacterium	1913988	Alphaproteobacteria bacterium	1913988	bacterium
1933187-Rift-Valley-fever-phlebovirus	1933187	Rift Valley fever phlebovirus	11588, 10000482	virus
1933264-California-encephalitis-orthobunyavirus	1933264	California encephalitis orthobunyavirus	35305	virus
1965093-Hedgehog-coronavirus-1	1965093	Hedgehog coronavirus 1	1385427	virus
1972577-Vesiculovirus-indiana	1972577	Vesiculovirus indiana	11277, 11279, 11285, 11284, 11278	virus
1972593-Ephemerovirus-febris-Bovine-fever-ephemerovirus	1972593	Ephemerovirus febris (Bovine fever ephemerovirus)	10000472	virus
1977402-Inovirus-M13-Coliphage-M13	1977402	Inovirus M13 (Coliphage M13)	1977402, 10863	virus
1978231-Acidobacteriota-bacterium	1978231	Acidobacteriota bacterium	1978231	bacterium
1980456-Orthohantavirus-andesense-Andes-hantavirus	1980456	Orthohantavirus andesense (Andes hantavirus)	367400, 10000553, 1980456, 69246, 69247, 69248, 69245, 10002309	virus
1980465-Choclo-orthohantavirus	1980465	Choclo orthohantavirus	169173	virus
1980471-Hantaan-orthohantavirus-Hantaan-hantavirus	1980471	Hantaan orthohantavirus (Hantaan hantavirus)	11583, 74943, 74942, 11602, 458678, 370830	virus
1980475-Khabarovsk-orthohantavirus-Khabarovsk-hantavirus	1980475	Khabarovsk orthohantavirus (Khabarovsk hantavirus)	74537	virus
1980480-Maporal-orthohantavirus	1980480	Maporal orthohantavirus	238817	virus
1980486-Puumala-orthohantavirus-Puumala-hantavirus	1980486	Puumala orthohantavirus (Puumala hantavirus)	1337063, 39002, 11605, 10000485	virus
1980490-Seoul-orthohantavirus-Seoul-hantavirus	1980490	Seoul orthohantavirus (Seoul hantavirus)	280855, 11610, 11607, 12557	virus
1980491-Sin-Nombre-orthohantavirus-Sin-Nombre-hantavirus	1980491	Sin Nombre orthohantavirus (Sin Nombre hantavirus)	32614, 31621	virus
1980519-Crimean-Congo-hemorrhagic-fever-orthonairovirus-Crimean-Congo-haemorrhagic-fever-virus	1980519	Crimean-Congo hemorrhagic fever orthonairovirus (Crimean-Congo haemorrhagic fever virus)	652961	virus
1980916-Novirhabdovirus-piscine	1980916	Novirhabdovirus piscine	11287, 11288	virus
1980917-Novirhabdovirus-salmonid	1980917	Novirhabdovirus salmonid	11290	virus
1982365-Predatorvirus-predator-Mycobacterium-virus-Predator	1982365	Predatorvirus predator (Mycobacterium virus Predator)	543153	virus
1985356-Pegivirus-C	1985356	Pegivirus C	54290	virus
1985738-Teseptimavirus-T7-Escherichia-virus-T7	1985738	Teseptimavirus T7 (Escherichia virus T7)	10760	virus
2008762-Hepacivirus-B	2008762	Hepacivirus B	2847087	virus
2008766-Hepacivirus-G	2008766	Hepacivirus G	1562038	virus
2015173-Ooceraea-biroi-clonal-raider-ant	2015173	Ooceraea biroi (clonal raider ant)	2015173	other-eukaryote
2015376-Bat-mastadenovirus-G	2015376	Bat mastadenovirus G	2015376	virus
2016460-Giant-panda-anellovirus	2016460	Giant panda anellovirus	2016460	virus
2016461-Giant-panda-associated-gemycircularvirus	2016461	Giant panda associated gemycircularvirus	2016461	virus
2024894-Acidimicrobiaceae-bacterium	2024894	Acidimicrobiaceae bacterium	2024894	bacterium
2026800-Verrucomicrobiaceae-bacterium	2026800	Verrucomicrobiaceae bacterium	2026800	bacterium
2029108-Bacillus-sp-UMB0899	2029108	Bacillus sp. UMB0899	2029108	bacterium
2030927-Bacteroidales-bacterium	2030927	Bacteroidales bacterium	2030927	bacterium
2032731-Swine-acute-diarrhea-syndrome-coronavirus	2032731	Swine acute diarrhea syndrome coronavirus	2032731	virus
2034996-Tilapinevirus-tilapiae-Tilapia-tilapinevirus	2034996	Tilapinevirus tilapiae (Tilapia tilapinevirus)	1549864	virus
2044587-Schaedlerella-arabinosiphila	2044587	Schaedlerella arabinosiphila	2044587	bacterium
2044939-Clostridia-bacterium	2044939	Clostridia bacterium	2044939	bacterium
2049047-Prevotellaceae-bacterium	2049047	Prevotellaceae bacterium	2049047	bacterium
2050018-Rodent-coronavirus	2050018	Rodent coronavirus	2050018	virus
2066070-Mesorhizobium-japonicum	2066070	Mesorhizobium japonicum	2066070	bacterium
2115988-Swine-acute-diarrhea-syndrome-related-coronavirus	2115988	Swine acute diarrhea syndrome related coronavirus	2115988	virus
2116544-Synechococcus-lacustris	2116544	Synechococcus lacustris	2116544	bacterium
2136182-Acinetobacter-cumulans	2136182	Acinetobacter cumulans	2136182	bacterium
2169700-Alphatectivirus-PRD1-Pseudomonas-virus-PRD1	2169700	Alphatectivirus PRD1 (Pseudomonas virus PRD1)	10002289	virus
2169971-Visna-maedi-virus-Maedi-visna-virus	2169971	Visna-maedi virus (Maedi visna virus)	11743, 36374, 12750, 11742, 2169971	virus
2169986-Barley-yellow-dwarf-virus-PAV-Barley-yellow-dwarf-virus-ISOLATE-PAV	2169986	Barley yellow dwarf virus PAV (Barley yellow dwarf virus (ISOLATE PAV))	2169986	virus
2169991-Mammarenavirus-juninense-Argentinian-mammarenavirus	2169991	Mammarenavirus juninense (Argentinian mammarenavirus)	10001614, 2169991	virus
2170080-Pestivirus-A	2170080	Pestivirus A	981676, 11100, 221918, 158474, 11099, 10000857, 82470	virus
2170081-Pestivirus-B	2170081	Pestivirus B	54315	virus
2170082-Pestivirus-C	2170082	Pestivirus C	358805, 358812, 10001025, 358769, 279150, 11096, 68621, 10000451, 10001764, 11098, 10001578	virus
2170083-Pestivirus-D	2170083	Pestivirus D	56950	virus
2170090-Pestivirus-K	2170090	Pestivirus K	1914447	virus
2170193-Bornean-orangutan-simian-foamy-virus	2170193	Bornean orangutan simian foamy virus	221703	virus
2170195-Eastern-chimpanzee-simian-foamy-virus	2170195	Eastern chimpanzee simian foamy virus	10002865	virus
2170197-Guenon-simian-foamy-virus	2170197	Guenon simian foamy virus	2170197	virus
2170200-Spider-monkey-simian-foamy-virus-Spider-monkey-foamy-virus	2170200	Spider monkey simian foamy virus (Spider monkey foamy virus)	2170200	virus
2170201-Squirrel-monkey-simian-foamy-virus-Squirrel-monkey-foamy-virus	2170201	Squirrel monkey simian foamy virus (Squirrel monkey foamy virus)	2170201	virus
2170206-Yellow-breasted-capuchin-simian-foamy-virus	2170206	Yellow-breasted capuchin simian foamy virus	2170206	virus
2212467-Bacteroidaceae-bacterium	2212467	Bacteroidaceae bacterium	2212467	bacterium
2282107-Pyrrhoderma-noxium	2282107	Pyrrhoderma noxium	2282107	other-eukaryote
2478486-Holophagales-bacterium	2478486	Holophagales bacterium	2478486	bacterium
2485925-Oscillospiraceae-bacterium	2485925	Oscillospiraceae bacterium	2485925	bacterium
2487134-Clostridium-sp-E02	2487134	Clostridium sp. E02	2487134	bacterium
2492960-Bacillus-yapensis	2492960	Bacillus yapensis	2492960	bacterium
2499620-Alphaarterivirus-equid	2499620	Alphaarterivirus equid	299386, 11047	virus
2499677-Kappaarterivirus-wobum	2499677	Kappaarterivirus wobum	1118369	virus
2499678-Gammaarterivirus-lacdeh	2499678	Gammaarterivirus lacdeh	300015, 11048, 300016	virus
2499680-Betaarterivirus-suid-1	2499680	Betaarterivirus suid 1	11049	virus
2499685-Betaarterivirus-suid-2	2499685	Betaarterivirus suid 2	10000969, 10000890, 10002089, 10001587, 10000529, 10002862, 1965067, 10002444, 28344, 10001586, 10000864, 10000888, 10000528, 10000859, 300563, 300559, 10001771, 10001800	virus
2501929-NL63-related-bat-coronavirus-strain-BtKYNL63-9b	2501929	NL63-related bat coronavirus strain BtKYNL63-9b	1920748	virus
2501960-China-Rattus-coronavirus-HKU24	2501960	China Rattus coronavirus HKU24	1590370	virus
2502994-Fusarium-odoratissimum	2502994	Fusarium odoratissimum	2502994	other-eukaryote
2560288-Deltapolyomavirus-ailuropodae-Ailuropoda-melanoleuca-polyomavirus-1	2560288	Deltapolyomavirus ailuropodae (Ailuropoda melanoleuca polyomavirus 1)	2016463	virus
2560319-Avian-orthoavulavirus-1-Avian-Paramyxovirus-Serotype-I	2560319	Avian orthoavulavirus 1 (Avian Paramyxovirus Serotype I)	10001138, 11177, 10001032, 11178, 11186, 2560319, 10001140, 351071, 11180	virus
2560525-Human-orthorubulavirus-2-Human-parainfluenza-2-virus	2560525	Human orthorubulavirus 2 (Human parainfluenza 2 virus)	11214, 2560525	virus
2560547-La-Crosse-orthobunyavirus	2560547	La Crosse orthobunyavirus	11577, 11578	virus
2560580-Mammalian-orthorubulavirus-5-Simian-parainfluenza-virus-5	2560580	Mammalian orthorubulavirus 5 (Simian parainfluenza virus 5)	31608, 2560580	virus
2560586-Menangle-pararubulavirus	2560586	Menangle pararubulavirus	152219	virus
2560602-Mumps-orthorubulavirus-Mumps-virus	2560602	Mumps orthorubulavirus (Mumps virus)	2560602, 11173, 11169, 1384672	virus
2560743-Schmallenberg-orthobunyavirus	2560743	Schmallenberg orthobunyavirus	1133363, 1318464	virus
2584949-Enterobacter-sp-DE0047	2584949	Enterobacter sp. DE0047	2584949	bacterium
2594813-Fusarium-fasciculatum	2594813	Fusarium fasciculatum	2594813	other-eukaryote
2599941-Oligoflexia-bacterium	2599941	Oligoflexia bacterium	2599941	bacterium
2678873-Trimerodytes-annularis-Red-bellied-annulate-keelback	2678873	Trimerodytes annularis (Red-bellied annulate keelback)	2678873	vertebrate
2697049-SARS-CoV2	2697049	SARS-CoV2	10002733, 10002654, 10002766, 10002329, 10002874, 10002724, 10002739, 10002676, 10002721, 10002526, 2697049, 10002382, 10002722, 10002720, 10002330, 10002376, 10002757, 10002626, 10002533, 10002774, 10002534, 10002332, 10002718, 10002868, 10002755, 10002583, 10002794, 10002653, 10002717, 10002730, 10002758, 10002442, 10002896, 10002370, 10002723, 10002728, 10002661, 10002727, 10002726, 10002740, 10002759, 10002611, 10002753, 10002530, 10002749, 10002756, 10002716, 10002735, 10002709, 10002748, 10002738, 10002679, 10002394, 10002725, 10002677, 10002334, 10002719, 10002524, 10002741, 10002734, 10002750, 10002731, 10002736, 10002644, 10002732, 10002532, 10002529, 10002528, 10002562, 10002672, 10002751, 10002325, 10002760, 10002324, 10002380, 10002715, 10002775, 10002747, 10002742, 10002752, 10002729, 10002525, 10002744, 10002737, 10002746, 10002655, 10002754, 10002854, 10002697, 10002597, 10002745, 10002321	virus
2707005-Paenibacillus-lutimineralis	2707005	Paenibacillus lutimineralis	2707005	bacterium
2734478-Toscana-phlebovirus	2734478	Toscana phlebovirus	11590	virus
